----------------
running with CPU
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
--- calculateDistanceToHigher: 218.44 ms
--- findSeedAndFollowers:      35.4758 ms
--- assignClusters:            10.2971 ms
Elapsed time: 476.471 ms
--- prepareDataStructures:     42.1612 ms
--- calculateLocalDensity:     149.717 ms
--- calculateDistanceToHigher: 215.033 ms
--- findSeedAndFollowers:      35.2682 ms
--- assignClusters:            10.2768 ms
Elapsed time: 473.16 ms
--- prepareDataStructures:     42.5125 ms
--- calculateLocalDensity:     150.428 ms
--- calculateDistanceToHigher: 217.194 ms
--- findSeedAndFollowers:      35.1144 ms
--- assignClusters:            10.1921 ms
Elapsed time: 475.785 ms
--- prepareDataStructures:     42.4337 ms
--- calculateLocalDensity:     153.646 ms
--- calculateDistanceToHigher: 217.519 ms
--- findSeedAndFollowers:      35.2936 ms
--- assignClusters:            10.157 ms
Elapsed time: 480.136 ms
--- prepareDataStructures:     42.1577 ms
--- calculateLocalDensity:     148.408 ms
--- calculateDistanceToHigher: 213.813 ms
--- findSeedAndFollowers:      36.5301 ms
--- assignClusters:            10.1587 ms
Elapsed time: 471.896 ms
--- prepareDataStructures:     47.0369 ms
--- calculateLocalDensity:     152.481 ms
--- calculateDistanceToHigher: 216.894 ms
--- findSeedAndFollowers:      36.3993 ms
--- assignClusters:            10.162 ms
Elapsed time: 486.63 ms
--- prepareDataStructures:     48.5151 ms
--- calculateLocalDensity:     151.565 ms
--- calculateDistanceToHigher: 216.759 ms
--- findSeedAndFollowers:      38.1622 ms
--- assignClusters:            10.0183 ms
Elapsed time: 495.152 ms
--- prepareDataStructures:     41.9737 ms
--- calculateLocalDensity:     146.838 ms
--- calculateDistanceToHigher: 211.214 ms
--- findSeedAndFollowers:      34.8286 ms
--- assignClusters:            9.88684 ms
Elapsed time: 464.993 ms
--- prepareDataStructures:     42.4521 ms
--- calculateLocalDensity:     146.944 ms
--- calculateDistanceToHigher: 210.012 ms
--- findSeedAndFollowers:      34.8262 ms
--- assignClusters:            9.88786 ms
Elapsed time: 464.318 ms
--- prepareDataStructures:     41.8043 ms
--- calculateLocalDensity:     146.414 ms
--- calculateDistanceToHigher: 210.828 ms
--- findSeedAndFollowers:      35.0492 ms
--- assignClusters:            9.93779 ms
Elapsed time: 464.421 ms
--- prepareDataStructures:     41.6757 ms
--- calculateLocalDensity:     146.742 ms
--- calculateDistanceToHigher: 210.9 ms
--- findSeedAndFollowers:      34.9631 ms
--- assignClusters:            10.0302 ms
Elapsed time: 464.612 ms
--- prepareDataStructures:     41.7641 ms
--- calculateLocalDensity:     146.847 ms
--- calculateDistanceToHigher: 210.999 ms
--- findSeedAndFollowers:      34.8092 ms
--- assignClusters:            10.0423 ms
Elapsed time: 464.645 ms
--- prepareDataStructures:     41.6673 ms
--- calculateLocalDensity:     146.446 ms
--- calculateDistanceToHigher: 211.154 ms
--- findSeedAndFollowers:      34.8926 ms
--- assignClusters:            9.86372 ms
Elapsed time: 465.694 ms
--- prepareDataStructures:     41.8933 ms
--- calculateLocalDensity:     146.592 ms
--- calculateDistanceToHigher: 209.936 ms
--- findSeedAndFollowers:      35.1592 ms
--- assignClusters:            9.94274 ms
Elapsed time: 463.78 ms
--- prepareDataStructures:     41.74 ms
--- calculateLocalDensity:     146.385 ms
--- calculateDistanceToHigher: 209.755 ms
--- findSeedAndFollowers:      35.2063 ms
--- assignClusters:            9.82343 ms
Elapsed time: 463.111 ms
--- prepareDataStructures:     41.6639 ms
--- calculateLocalDensity:     146.572 ms
--- calculateDistanceToHigher: 209.962 ms
--- findSeedAndFollowers:      34.8562 ms
--- assignClusters:            9.94991 ms
Elapsed time: 463.49 ms
--- prepareDataStructures:     41.6358 ms
--- calculateLocalDensity:     146.659 ms
--- calculateDistanceToHigher: 210.92 ms
--- findSeedAndFollowers:      35.0745 ms
--- assignClusters:            9.99741 ms
Elapsed time: 464.441 ms
--- prepareDataStructures:     41.6062 ms
--- calculateLocalDensity:     146.429 ms
--- calculateDistanceToHigher: 210.754 ms
--- findSeedAndFollowers:      35.0167 ms
--- assignClusters:            9.88337 ms
Elapsed time: 464.141 ms
--- prepareDataStructures:     42.0582 ms
--- calculateLocalDensity:     146.299 ms
--- calculateDistanceToHigher: 211.114 ms
--- findSeedAndFollowers:      35.1622 ms
--- assignClusters:            10.0206 ms
Elapsed time: 464.891 ms
--- prepareDataStructures:     41.993 ms
--- calculateLocalDensity:     146.425 ms
--- calculateDistanceToHigher: 211.18 ms
--- findSeedAndFollowers:      34.8354 ms
--- assignClusters:            9.85152 ms
Elapsed time: 464.703 ms
--- prepareDataStructures:     41.6149 ms
--- calculateLocalDensity:     146.698 ms
--- calculateDistanceToHigher: 210.81 ms
--- findSeedAndFollowers:      34.9188 ms
--- assignClusters:            10.001 ms
Elapsed time: 464.473 ms
--- prepareDataStructures:     41.6817 ms
--- calculateLocalDensity:     149.355 ms
--- calculateDistanceToHigher: 211.664 ms
--- findSeedAndFollowers:      35.1114 ms
--- assignClusters:            10.0825 ms
Elapsed time: 468.231 ms
--- prepareDataStructures:     41.765 ms
--- calculateLocalDensity:     146.925 ms
--- calculateDistanceToHigher: 211.128 ms
--- findSeedAndFollowers:      34.9445 ms
--- assignClusters:            9.87636 ms
Elapsed time: 464.873 ms
--- prepareDataStructures:     41.7033 ms
--- calculateLocalDensity:     146.995 ms
--- calculateDistanceToHigher: 210.397 ms
--- findSeedAndFollowers:      35.0841 ms
--- assignClusters:            10.0344 ms
Elapsed time: 464.52 ms
--- prepareDataStructures:     41.6292 ms
--- calculateLocalDensity:     146.593 ms
--- calculateDistanceToHigher: 211.537 ms
--- findSeedAndFollowers:      35.2332 ms
--- assignClusters:            9.86617 ms
Elapsed time: 465.137 ms
--- prepareDataStructures:     41.6108 ms
--- calculateLocalDensity:     146.97 ms
--- calculateDistanceToHigher: 211.566 ms
--- findSeedAndFollowers:      34.8854 ms
--- assignClusters:            9.90927 ms
Elapsed time: 465.268 ms
--- prepareDataStructures:     41.7144 ms
--- calculateLocalDensity:     146.828 ms
--- calculateDistanceToHigher: 210.325 ms
--- findSeedAndFollowers:      35.0933 ms
--- assignClusters:            10.0074 ms
Elapsed time: 464.369 ms
--- prepareDataStructures:     41.8098 ms
--- calculateLocalDensity:     147.18 ms
--- calculateDistanceToHigher: 210.49 ms
--- findSeedAndFollowers:      34.9154 ms
--- assignClusters:            10.0316 ms
Elapsed time: 464.645 ms
--- prepareDataStructures:     41.7409 ms
--- calculateLocalDensity:     146.624 ms
--- calculateDistanceToHigher: 211.557 ms
--- findSeedAndFollowers:      35.0459 ms
--- assignClusters:            9.89098 ms
Elapsed time: 465.096 ms
--- prepareDataStructures:     41.968 ms
--- calculateLocalDensity:     146.646 ms
--- calculateDistanceToHigher: 211.628 ms
--- findSeedAndFollowers:      35.2512 ms
--- assignClusters:            10.0343 ms
Elapsed time: 465.877 ms
--- prepareDataStructures:     41.8218 ms
--- calculateLocalDensity:     146.541 ms
--- calculateDistanceToHigher: 211.609 ms
--- findSeedAndFollowers:      34.9095 ms
--- assignClusters:            10.0766 ms
Elapsed time: 465.449 ms
--- prepareDataStructures:     41.9246 ms
--- calculateLocalDensity:     146.796 ms
--- calculateDistanceToHigher: 211.646 ms
--- findSeedAndFollowers:      34.9405 ms
--- assignClusters:            10.0195 ms
Elapsed time: 465.716 ms
--- prepareDataStructures:     41.8291 ms
--- calculateLocalDensity:     146.754 ms
--- calculateDistanceToHigher: 211.286 ms
--- findSeedAndFollowers:      34.9362 ms
--- assignClusters:            9.79184 ms
Elapsed time: 464.756 ms
--- prepareDataStructures:     42.4255 ms
--- calculateLocalDensity:     147.529 ms
--- calculateDistanceToHigher: 211.534 ms
--- findSeedAndFollowers:      34.9531 ms
--- assignClusters:            10.0796 ms
Elapsed time: 466.93 ms
--- prepareDataStructures:     41.9721 ms
--- calculateLocalDensity:     146.847 ms
--- calculateDistanceToHigher: 211.006 ms
--- findSeedAndFollowers:      35.0596 ms
--- assignClusters:            10.0008 ms
Elapsed time: 465.263 ms
--- prepareDataStructures:     41.8993 ms
--- calculateLocalDensity:     146.935 ms
--- calculateDistanceToHigher: 210.297 ms
--- findSeedAndFollowers:      35.0517 ms
--- assignClusters:            10.0135 ms
Elapsed time: 464.641 ms
--- prepareDataStructures:     41.8504 ms
--- calculateLocalDensity:     146.732 ms
--- calculateDistanceToHigher: 211.12 ms
--- findSeedAndFollowers:      35.0207 ms
--- assignClusters:            9.86458 ms
Elapsed time: 465.08 ms
--- prepareDataStructures:     41.8372 ms
--- calculateLocalDensity:     146.983 ms
--- calculateDistanceToHigher: 211.65 ms
--- findSeedAndFollowers:      34.9167 ms
--- assignClusters:            9.94107 ms
Elapsed time: 465.629 ms
--- prepareDataStructures:     41.9169 ms
--- calculateLocalDensity:     146.725 ms
--- calculateDistanceToHigher: 211.085 ms
--- findSeedAndFollowers:      35.1366 ms
--- assignClusters:            9.89196 ms
Elapsed time: 465.379 ms
--- prepareDataStructures:     41.9246 ms
--- calculateLocalDensity:     146.921 ms
--- calculateDistanceToHigher: 210.896 ms
--- findSeedAndFollowers:      35.21 ms
--- assignClusters:            10.0391 ms
Elapsed time: 465.21 ms
--- prepareDataStructures:     41.9332 ms
--- calculateLocalDensity:     147.042 ms
--- calculateDistanceToHigher: 215.842 ms
--- findSeedAndFollowers:      40.5256 ms
--- assignClusters:            9.90159 ms
Elapsed time: 482.463 ms
--- prepareDataStructures:     42.1984 ms
--- calculateLocalDensity:     147.172 ms
--- calculateDistanceToHigher: 211.178 ms
--- findSeedAndFollowers:      35.0326 ms
--- assignClusters:            10.0169 ms
Elapsed time: 465.849 ms
--- prepareDataStructures:     41.7713 ms
--- calculateLocalDensity:     147.135 ms
--- calculateDistanceToHigher: 211.228 ms
--- findSeedAndFollowers:      34.9625 ms
--- assignClusters:            9.88709 ms
Elapsed time: 465.254 ms
--- prepareDataStructures:     41.7859 ms
--- calculateLocalDensity:     146.879 ms
--- calculateDistanceToHigher: 211.712 ms
--- findSeedAndFollowers:      34.9534 ms
--- assignClusters:            9.92466 ms
Elapsed time: 465.546 ms
--- prepareDataStructures:     41.9623 ms
--- calculateLocalDensity:     146.563 ms
--- calculateDistanceToHigher: 211.682 ms
--- findSeedAndFollowers:      34.832 ms
--- assignClusters:            10.0488 ms
Elapsed time: 465.639 ms
--- prepareDataStructures:     42.1104 ms
--- calculateLocalDensity:     146.737 ms
--- calculateDistanceToHigher: 211.602 ms
--- findSeedAndFollowers:      34.7735 ms
--- assignClusters:            9.99158 ms
Elapsed time: 465.365 ms
--- prepareDataStructures:     42.1051 ms
--- calculateLocalDensity:     146.836 ms
--- calculateDistanceToHigher: 210.264 ms
--- findSeedAndFollowers:      34.8642 ms
--- assignClusters:            10.0186 ms
Elapsed time: 464.301 ms
--- prepareDataStructures:     41.8602 ms
--- calculateLocalDensity:     147.022 ms
--- calculateDistanceToHigher: 211.414 ms
--- findSeedAndFollowers:      35.181 ms
--- assignClusters:            9.86603 ms
Elapsed time: 465.884 ms
--- prepareDataStructures:     41.8994 ms
--- calculateLocalDensity:     147.293 ms
--- calculateDistanceToHigher: 211.231 ms
--- findSeedAndFollowers:      35.2577 ms
--- assignClusters:            10.0692 ms
Elapsed time: 465.817 ms
--- prepareDataStructures:     41.8397 ms
--- calculateLocalDensity:     147.04 ms
--- calculateDistanceToHigher: 211.559 ms
--- findSeedAndFollowers:      35.0346 ms
--- assignClusters:            9.99032 ms
Elapsed time: 466.218 ms
--- prepareDataStructures:     41.8752 ms
--- calculateLocalDensity:     147.059 ms
--- calculateDistanceToHigher: 210.511 ms
--- findSeedAndFollowers:      35.1261 ms
--- assignClusters:            9.96645 ms
Elapsed time: 464.751 ms
--- prepareDataStructures:     41.7113 ms
--- calculateLocalDensity:     146.991 ms
--- calculateDistanceToHigher: 211.399 ms
--- findSeedAndFollowers:      35.0257 ms
--- assignClusters:            10.023 ms
Elapsed time: 465.596 ms
--- prepareDataStructures:     41.7245 ms
--- calculateLocalDensity:     146.971 ms
--- calculateDistanceToHigher: 211.116 ms
--- findSeedAndFollowers:      34.8062 ms
--- assignClusters:            9.87392 ms
Elapsed time: 464.599 ms
--- prepareDataStructures:     41.7504 ms
--- calculateLocalDensity:     146.736 ms
--- calculateDistanceToHigher: 210.075 ms
--- findSeedAndFollowers:      34.9359 ms
--- assignClusters:            9.89225 ms
Elapsed time: 463.641 ms
--- prepareDataStructures:     41.8248 ms
--- calculateLocalDensity:     146.766 ms
--- calculateDistanceToHigher: 211.726 ms
--- findSeedAndFollowers:      34.9355 ms
--- assignClusters:            9.97765 ms
Elapsed time: 465.33 ms
--- prepareDataStructures:     41.8758 ms
--- calculateLocalDensity:     146.323 ms
--- calculateDistanceToHigher: 210.079 ms
--- findSeedAndFollowers:      35.1284 ms
--- assignClusters:            9.85893 ms
Elapsed time: 463.366 ms
--- prepareDataStructures:     41.8715 ms
--- calculateLocalDensity:     146.464 ms
--- calculateDistanceToHigher: 211.245 ms
--- findSeedAndFollowers:      34.9899 ms
--- assignClusters:            9.93614 ms
Elapsed time: 464.862 ms
--- prepareDataStructures:     41.7066 ms
--- calculateLocalDensity:     146.425 ms
--- calculateDistanceToHigher: 210.015 ms
--- findSeedAndFollowers:      34.7196 ms
--- assignClusters:            9.86579 ms
Elapsed time: 462.976 ms
--- prepareDataStructures:     41.7679 ms
--- calculateLocalDensity:     146.6 ms
--- calculateDistanceToHigher: 210.38 ms
--- findSeedAndFollowers:      34.8471 ms
--- assignClusters:            9.91186 ms
Elapsed time: 463.824 ms
--- prepareDataStructures:     41.5859 ms
--- calculateLocalDensity:     146.36 ms
--- calculateDistanceToHigher: 209.94 ms
--- findSeedAndFollowers:      34.8606 ms
--- assignClusters:            9.92968 ms
Elapsed time: 462.99 ms
Finished running CLUE algorithm

input file data/input/toyDetector_8000.csv
output file data/output/toyDetector_8000_3_5_5_8.csv
Start to load input points
Finished loading input points
Start to run CLUE algorithm
--- prepareDataStructures:     55.7855 ms
--- calculateLocalDensity:     172.464 ms
--- calculateDistanceToHigher: 250.055 ms
--- findSeedAndFollowers:      45.7983 ms
--- assignClusters:            11.8606 ms
Elapsed time: 563.986 ms
--- prepareDataStructures:     48.7707 ms
--- calculateLocalDensity:     174.45 ms
--- calculateDistanceToHigher: 251.392 ms
--- findSeedAndFollowers:      40.6146 ms
--- assignClusters:            11.9611 ms
Elapsed time: 550.188 ms
--- prepareDataStructures:     48.5479 ms
--- calculateLocalDensity:     173.517 ms
--- calculateDistanceToHigher: 267.92 ms
--- findSeedAndFollowers:      51.2594 ms
--- assignClusters:            11.985 ms
Elapsed time: 577.11 ms
--- prepareDataStructures:     48.3862 ms
--- calculateLocalDensity:     173.838 ms
--- calculateDistanceToHigher: 251.082 ms
--- findSeedAndFollowers:      41.0367 ms
--- assignClusters:            11.965 ms
Elapsed time: 549.549 ms
--- prepareDataStructures:     48.0999 ms
--- calculateLocalDensity:     175.082 ms
--- calculateDistanceToHigher: 251.296 ms
--- findSeedAndFollowers:      45.0618 ms
--- assignClusters:            12.7049 ms
Elapsed time: 557.034 ms
--- prepareDataStructures:     49.7991 ms
--- calculateLocalDensity:     174.745 ms
--- calculateDistanceToHigher: 251.089 ms
--- findSeedAndFollowers:      47.423 ms
--- assignClusters:            17.4153 ms
Elapsed time: 574.491 ms
--- prepareDataStructures:     49.0042 ms
--- calculateLocalDensity:     174.395 ms
--- calculateDistanceToHigher: 251.085 ms
--- findSeedAndFollowers:      41.1166 ms
--- assignClusters:            12.0882 ms
Elapsed time: 550.828 ms
--- prepareDataStructures:     48.2268 ms
--- calculateLocalDensity:     173.884 ms
--- calculateDistanceToHigher: 250.202 ms
--- findSeedAndFollowers:      40.9281 ms
--- assignClusters:            11.9315 ms
Elapsed time: 548.158 ms
--- prepareDataStructures:     48.2595 ms
--- calculateLocalDensity:     173.671 ms
--- calculateDistanceToHigher: 250.968 ms
--- findSeedAndFollowers:      40.7223 ms
--- assignClusters:            12.1268 ms
Elapsed time: 548.938 ms
--- prepareDataStructures:     48.1283 ms
--- calculateLocalDensity:     173.631 ms
--- calculateDistanceToHigher: 250.154 ms
--- findSeedAndFollowers:      41.0647 ms
--- assignClusters:            11.9264 ms
Elapsed time: 548.17 ms
--- prepareDataStructures:     48.1512 ms
--- calculateLocalDensity:     173.7 ms
--- calculateDistanceToHigher: 250.655 ms
--- findSeedAndFollowers:      40.8013 ms
--- assignClusters:            11.9623 ms
Elapsed time: 548.617 ms
--- prepareDataStructures:     48.0168 ms
--- calculateLocalDensity:     174.169 ms
